"LOC_ID";"LOC_PRV_COD";"LOC_NOMBRE"
23169;"33";BARREIRAS (BALMONTE-CASTROPOL)
23170;"33";BARREIRAS (CASTROPOL)
23171;"33";BARREIRAS (SANTA EULALIA DE OSCOS)
23172;"33";BARREIRO (TAPIA)
23173;"33";BARREIRO (TINEO)
23174;"33";"BARREIROS; LOS (GRADO)"
23175;"33";BARRERA (LUARCA)
23176;"33";"BARRERA; LA (ILLAS)"
23177;"33";"BARRERA; LA (LAVIANA)"
23178;"33";"BARRERA; LA (SOTO DEL BARCO)"
23179;"33";"BARRERAS; LAS (CARREÑO)"
23180;"33";BARRERES (ALBANDI_CARREÑO)
23181;"33";BARRERES (PERVERA-CARREÑO)
23182;"33";BARRERES (PRENDES-CARREÑO)
23183;"33";BARREROS (LA MANJONA-OVIEDO)
23184;"33";"BARREROS; LOS (LIMANES)"
23185;"33";"BARREROS; LOS (MIERES)"
23186;"33";BARRES
23187;"33";BARRIAL (CORVERA)
23188;"33";BARRIAL (MIERES)
23189;"33";BARRIAL (SIERO)
23190;"33";"BARRIERO; EL"
23191;"33";BARRIO (CASO)
23192;"33";BARRIO DE PACHON
23193;"33";BARRIO GONZALIN
23194;"33";BARRIO NUEVO DE LA ESTACION (UJO)
23195;"33";BARRIO SOLANO
23196;"33";"BARRIO; EL (MIERES)"
23197;"33";"BARRIO; EL (SALAS)"
23198;"33";"BARRIO; EL (VILLAYON)"
23199;"33";BARRIOAZUL
23200;"33";BARRIONUEVO
23201;"33";BARRIPIES
23202;"33";BARRO (LLANES)
23203;"33";BARROS
23204;"33";"BARROSA; LA (OVIEDO)"
23205;"33";"BARROSA; LA (SALAS)"
23206;"33";"BARROSA; LA (TAPIA)"
23207;"33";"BARROSA; LA (VILLAVICIOSA)"
23208;"33";"BARROSAS; LAS"
23209;"33";BARRUDO
23210;"33";BARZANA (GRADO)
23211;"33";BARZANA (TEVERGA)
23212;"33";BARZANA (TINEO)
23213;"33";BARZANA DE QUIROS
23214;"33";BARZANA DE TOX
23215;"33";BARZANALLANA
23216;"33";"BARZANAS; LAS"
23217;"33";BARZANICAS
23218;"33";BARZANIELLAS
23219;"33";BASCONES
23220;"33";BASELGAS
23221;"33";BASOREDO
23222;"33";BASTIAN (AVILES)
23223;"33";BATAN
23224;"33";BATIAO
23225;"33";BATON
23226;"33";BATRIBAN
23227;"33";BAUA
23228;"33";BAURO
23229;"33";BAYAS
23230;"33";BAYO (GRADO)
23231;"33";"BAYO; EL (POLA LENA)"
23232;"33";BAYONES
23233;"33";"BAZALES; LOS"
23234;"33";BEBARES
23235;"33";BECEÑA
23236;"33";BECERRALES
23237;"33";BECHARRO
23238;"33";BEDAVO
23239;"33";BEDRIÑANA
23240;"33";BEDURES
23241;"33";BEGEGA
23242;"33";BEICIELLA
23243;"33";BEIFAR
23244;"33";BELANDRES (CUDILLERO)
23245;"33";BELANDRES(GRADO)
23246;"33";BELDREDO
23247;"33";BELEN
23248;"33";BELEÑO
23249;"33";BELERDA
23250;"33";BELGA (CELLES-SIERO)
23251;"33";"BELGA ALTA; LA"
23252;"33";"BELGA BAJA; LA"
23253;"33";"BELGA; LA (BOBES-SIERO)"
23254;"33";"BELGA; LA (VIELLA-SIERO)"
23255;"33";BELLO (BELMONTE)
23256;"33";BELLO (CABAÑAQUINTA-ALLER)
23257;"33";BELMONTE
23258;"33";BELMONTE DE PRIA
23259;"33";BELONCIO
23260;"33";BELONGA
23261;"33";BELONGA (MIERES)
23262;"33";BELOÑO
23263;"33";BELOVIO
23264;"33";BENDICION
23265;"33";BENDON
23266;"33";BENDONES
23267;"33";BENDUEÑOS
23268;"33";BENIA
23269;"33";BERBEGUERA
23270;"33";BERBES
23271;"33";BERBESA
23272;"33";BERBOLA
23273;"33";BERCIO
23274;"33";BERDUCEDO
23275;"33";BERDULES
23276;"33";BERGAME
23277;"33";BERGUERES
23278;"33";BERGUÑO
23279;"33";"BERMEYA; LA"
23280;"33";BERMIEGO
23281;"33";BERNADAL
23282;"33";BERNUECES
23283;"33";BERODIA
23284;"33";BERONDA
23285;"33";BEROÑES
23286;"33";"BERRON; EL"
23287;"33";BERROS
23288;"33";BERRUEÑO
23289;"33";BERRUGA (CASTRILLON)
23290;"33";BERRUGA (CASTROPOL)
23291;"33";"BERRUGA; LA (TURON)"
23292;"33";BERRUGAS
23293;"33";BERRUGOSO
23294;"33";BERZANA
23295;"33";BESAPIE
23296;"33";BESEDO
23297;"33";BESULLO
23298;"33";BEVERASO
23299;"33";BEZANES
23300;"33";BIAMON
23301;"33";BIEDES (LAS REGUERAS)
23302;"33";BIEDES (PILOÑA)
23303;"33";BIERCES
23304;"33";BIESCAS (CANGAS DE NARCEA)
23305;"33";BIESCAS (LUARCA)
23306;"33";BIMEDA
23307;"33";"BIMERA; LA"
23308;"33";BIOMBA
23309;"33";BLIMEA
23310;"33";BOAL
23311;"33";BOBES
23312;"33";BOBIA DE ABAJO
23313;"33";BOBIA DE ARRIBA
23314;"33";"BOBIA; LA (BLIMEA)"
23315;"33";"BOBIA; LA (GIJON)"
23316;"33";"BOBIA; LA (LANGREO)"
23317;"33";"BOBIA; LA (VILLANUEVA DE OSCOS)"
23318;"33";BOCINES
23319;"33";BODE
23320;"33";BODENAYA
23321;"33";BODES
23322;"33";BOHILES
23323;"33";BOIMOURO
23324;"33";BOINAS
23325;"33";BOIRO
23326;"33";BOJES
23327;"33";BOJO
23328;"33";BOLADRO
23329;"33";BOLGUES
23330;"33";BOLIAS
23331;"33";"BOLLINA; LA (SIERO)"
23332;"33";BOMBEAO
23333;"33";BONDEYO
23334;"33";BONERA
23335;"33";BONES
23336;"33";"BONGA; LA"
23337;"33";BONIELLES
23338;"33";BOO
23339;"33";BOQUERIZO
23340;"33";"BORBOLLA; LA (GRADO)"
23341;"33";"BORBOLLA; LA (LLANES)"
23342;"33";"BORDINGA; LA"
23343;"33";BORDUCEDO
23344;"33";BORES
23345;"33";"BORIAS; LAS (LANGREO)"
23346;"33";"BORIAS; LAS (P. LAVIANA)"
23347;"33";BORINES
23348;"33";BORNADINA
23349;"33";BORNADONES
23350;"33";BORNAZAL
23351;"33";BORONAS
23352;"33";BORONDES
23353;"33";BOROÑES
23354;"33";"BORRA; LA"
23355;"33";BORRACAN
23356;"33";BORRERAS
23357;"33";BORRES
23358;"33";BOSPOLIN
23359;"33";"BOSQUE; EL"
23360;"33";BOUDOIS
23361;"33";"BOUGA; LA"
23362;"33";BOURIO
23363;"33";BOUSOÑO
23364;"33";BOUZA (CASTROPOL)
23365;"33";"BOUZA; LA (BOAL)"
23366;"33";"BOVIA; LA"
23367;"33";BOYALVENDI
23368;"33";BOZA (POLA LAVIANA)
23369;"33";"BOZA; LA (MORCIN)"
23370;"33";BOZANES
23371;"33";BRAÑA (JARCELEY-NARCEA)
23372;"33";BRAÑA (LAS REGUERAS)
23373;"33";BRAÑA (LAVIANA)
23374;"33";BRAÑA (POLA DE SIERO)
23375;"33";BRAÑA (TUDELA VEGUIN)
23376;"33";BRAÑA DEL RIO (LANGREO)
23377;"33";BRAÑA DEL RIO (NAVIA)
23378;"33";"BRAÑA; LA (CANGAS DE NARCEA)"
23379;"33";"BRAÑA; LA (CARREÑO)"
23380;"33";"BRAÑA; LA (CASTRILLON)"
23381;"33";"BRAÑA; LA (EL FRANCO)"
23382;"33";"BRAÑA; LA (ILLAS)"
23383;"33";"BRAÑA; LA (LANGREO)"
23384;"33";"BRAÑA; LA (MIERES)"
23385;"33";"BRAÑA; LA (NOREÑA)"
23386;"33";"BRAÑA; LA (TINEO)"
23387;"33";BRAÑADESELLA
23388;"33";BRAÑAIVENTE
23389;"33";BRAÑALAMOSA
23390;"33";BRAÑALIBEL
23391;"33";BRAÑALONGA
23392;"33";BRAÑAMAYOR (EL FRANCO)
23393;"33";BRAÑAMEANA (SALAS)
23394;"33";BRAÑAMENA (CANGAS DE NARCEA)
23395;"33";BRAÑANOBELES
23396;"33";BRAÑANOCEDO
23397;"33";BRAÑARRONDA
23398;"33";BRAÑAS DE ABAJO
23399;"33";BRAÑAS DE ARRIBA
23400;"33";"BRAÑAS; LAS (VILLAVICIOSA)"
23401;"33";BRAÑASECA
23402;"33";BRAÑASIVIL
23403;"33";BRAÑATUILLE
23404;"33";BRAÑAVARA
23405;"33";BRAÑAVELLA
23406;"33";BRAÑAVERNIZ
23407;"33";BRAÑAVERNIZA
23408;"33";BRAÑAVIEJA (LAVIANA)
23409;"33";BRAÑAVIEJA (PESOZ)
23410;"33";BRAÑELA (GRANDAS SALIME)
23411;"33";BRAÑES (OVIEDO)
23412;"33";BRANIELLA
23413;"33";BRAÑILLIN (PAJARES)
23414;"33";BRAÑOTA
23415;"33";BRAÑUAS
23416;"33";"BRAÑUCA; LA"
23417;"33";"BRAÑUCA; LA (TRASPANDO-SIERO)"
23418;"33";"BRAÑUELA; LA (TAPIA)"
23419;"33";BRAÑUETA (P. LAVIANA)
23420;"33";BRAÑUETA (TINEO)
23421;"33";"BRAÑUETO; EL"
23422;"33";BRAVIAL
23423;"33";"BRAVO; EL"
23424;"33";"BRAVUCO; EL"
23425;"33";BRECEÑA
23426;"33";BRES
23427;"33";"BRETON; EL (AVILES)"
23428;"33";BREZ
23429;"33";BRICIA
23430;"33";BRIEVES
23431;"33";BRINDIMIANA
23432;"33";BRIZOSA
23433;"33";BRUALLA
23434;"33";BRUELLES
23435;"33";BRUITEIRA
23436;"33";BRUL
23437;"33";BRUZAL
23438;"33";"BUBIA; LA"
23439;"33";BUCIDA
23440;"33";BUCIELLO
23441;"33";BUDA
23442;"33";BUEIRA
23443;"33";BUELLES
23444;"33";BUELLES (P. BAJA)
23445;"33";BUELNA
23446;"33";BUENAVISTA (EL BERRON)
23447;"33";BUENAVISTA (TAPIA)
23448;"33";BUENAVISTA (TINEO)
23449;"33";BUEÑO (RIBERA DE ARRIBA)
23450;"33";BUERES (CASO)
23451;"33";BUJANDI
23452;"33";BULLACENTE
23453;"33";BULLASO
23454;"33";BULLIMEIRO
23455;"33";BULNES
23456;"33";BULSE
23457;"33";BURGANEO
23458;"33";BURGAZAL
23459;"33";BURIA
23460;"33";BURUYOSA
23461;"33";BUSANTE
23462;"33";BUSANTIANES
23463;"33";BUSCABRERO
23464;"33";BUSDEMOUROS
23465;"33";BUSECO (LUARCA)
23466;"33";BUSECO (SANTO ADRIANO)
23467;"33";BUSEIRO
23468;"33";BUSFRIO
23469;"33";BUSIÑAN
23470;"33";BUSINDRE
23471;"33";BUSLABIN
23472;"33";BUSLAD
23473;"33";BUSLAYO
23474;"33";BUSLLERIA
23475;"33";BUSLLON
23476;"33";BUSLOÑE
23477;"33";BUSMARGALI
23478;"33";BUSMARTIN
23479;"33";BUSMARZO
23480;"33";BUSMAYOR (GRANDAS DE SALIME)
23481;"33";BUSMAYOR (VILLAYON)
23482;"33";BUSMENTE
23483;"33";BUSMEON
23484;"33";BUSMOURISCO
23485;"33";BUSNOVO
23486;"33";BUSO
23487;"33";BUSPAULIN
23488;"33";BUSPOL (GRANDAS DE SALIME)
23489;"33";BUSPOL (LA ESPINA)
23490;"33";BUSPRIZ
23491;"33";BUSQUEIMADO
23492;"33";"BUSTA; LA"
23493;"33";BUSTABERNEGO
23494;"33";BUSTANTIGO
23495;"33";BUSTAPENA
23496;"33";BUSTAREL
23497;"33";BUSTARIEGA
23498;"33";BUSTEL
23499;"33";BUSTELFOLLADO
23500;"33";BUSTELIN
23501;"33";BUSTELLAN
23502;"33";BUSTELLIN
23503;"33";BUSTELLON
23504;"33";BUSTELO (CANGAS DE NARCEA)
23505;"33";BUSTELO (IBIAS)
23506;"33";BUSTELO (ILLANO)
23507;"33";BUSTELO (TAPIA)
23508;"33";BUSTELO DE MEREDO
23509;"33";BUSTELO DEL CAMINO
23510;"33";BUSTIELLO (CANGAS DE NARCEA)
23511;"33";BUSTIELLO (CUDILLERO)
23512;"33";BUSTIELLO (GRADO)
23513;"33";BUSTIELLO (INFIESTO)
23514;"33";BUSTIELLO (MIERES)
23515;"33";BUSTIELLO (PONTIGON)
23516;"33";BUSTIELLO (PROAZA)
23517;"33";BUSTIELLO (VILLAVICIOSA)
23518;"33";BUSTIELLO DE CABUERNA
23519;"33";BUSTIELLO DE CALLERAS
23520;"33";BUSTIELLO DE PAREDES
23521;"33";BUSTILLE
23522;"33";BUSTIO
23523;"33";BUSTIO (LAVIANA)
23524;"33";BUSTIOS
23525;"33";BUSTO (GOZON)
23526;"33";BUSTO (LUARCA)
23527;"33";BUSTO (SAN ANTOLIN DE IBIAS)
23528;"33";"BUSTO; EL (VILLAVICIOSA)"
23529;"33";BUSTOBURNIEGO
23530;"33";BUSTOTO
23531;"33";BUSTOVELA
23532;"33";BUSVIDAL
23533;"33";BUYERES
23534;"33";"CABA; LA"
23535;"33";"CABADA; LA (LOGREZANA-CARREÑO)"
23536;"33";CABALEIROS (CASTROPOL)
23537;"33";CABALLEROS (BENDICION-SIERO)
23538;"33";CABALLEROS (SIERO)
23539;"33";CABANA (CASTROPOL)
23540;"33";CABAÑA (LAVIANA)
23541;"33";CABAÑA DERECHA
23542;"33";CABAÑA ISIDORA
23543;"33";"CABAÑA; LA"
23544;"33";"CABANA; LA (BOAL)"
23545;"33";"CABAÑA; LA (CASTRILLON)"
23546;"33";"CABAÑA; LA (CIAÑO-LANGREO)"
23547;"33";"CABAÑA; LA (COCAÑIN) (EL ENTREGO)"
23548;"33";"CABAÑA; LA (CORVERA)"
23549;"33";"CABAÑA; LA (EL ENTREGO)"
23550;"33";"CABAÑA; LA (GRADO)"
23551;"33";"CABAÑA; LA (LIERES-SIERO)"
23552;"33";"CABAÑA; LA (NAVA)"
23553;"33";"CABAÑA; LA (OVIEDO)"
23554;"33";"CABAÑA; LA (RIAÑO-LANGREO)"
23555;"33";"CABAÑA; LA (T. VEGUIN)"
23556;"33";"CABAÑA; LA (TRASPANDO-SIERO)"
23557;"33";"CABAÑA; LA (TURON)"
23558;"33";"CABAÑA; LA (VEGA DE POJA-SIERO)"
23559;"33";CABANADA
23560;"33";"CABANAL; EL"
23561;"33";CABAÑAQUINTA
23562;"33";CABAÑAS (CARREÑO)
23563;"33";CABAÑAS (GOZON)
23564;"33";CABAÑAS (OVIEDO)
23565;"33";CABAÑAS (P. LAVIANA)
23566;"33";CABAÑAS (TINEO)
23567;"33";CABAÑAS (VILLAVICIOSA)
23568;"33";CABAÑAS LOREDO
23569;"33";CABAÑAS NUEVAS
23570;"33";CABANAS TRABAZAS
23571;"33";"CABAÑAS; LAS (BIMENES)"
23572;"33";"CABANAS; LAS (BOAL)"
23573;"33";"CABAÑAS; LAS (LAVIANA)"
23574;"33";CABANDI
23575;"33";CABANELA (PESOZ)
23576;"33";CABANELLA
23577;"33";CABANIELLAS
23578;"33";CABANIELLES
23579;"33";CABANIN
23580;"33";CABAÑIN (LANGREO)
23581;"33";"CABANIN; EL (GRADO)"
23582;"33";"CABANIN; EL (LA PEÑA-MIERES)"
23583;"33";"CABANIN; EL (SANTA ROSA-MIERES)"
23584;"33";CABAÑINA (EL ENTREGO)
23585;"33";"CABAÑINA; LA (SOTRONDIO)"
23586;"33";CABAÑINAS
23587;"33";CABANIÑAS (TARAMUNDI)
23588;"33";CABANON
23589;"33";CABAÑON
23590;"33";"CABAÑONA; LA (EL ENTREGO)"
23591;"33";"CABAÑONA; LA (SIERO)"
23592;"33";"CABAÑONA; LA (VILLAVICIOSA)"
23593;"33";CABAÑOS DE ABAJO
23594;"33";CABAÑOS DE ARRIBA
23595;"33";"CABAYO; EL"
23596;"33";CABAZA
23597;"33";"CABEZADA; LA"
23598;"33";CABEZON
23599;"33";"CABIAN; LA"
23600;"33";"CABIANCA; LA (AVILES)"
23601;"33";"CABIELLA; LA"
23602;"33";CABIELLES
23603;"33";"CABILLON; EL"
23604;"33";CABO
23605;"33";CABO (MOREDA)
23606;"33";CABO DE VILLA (CANDAS)
23607;"33";CABO DE VILLA (TAPIA)
23608;"33";CABO PEÑAS
23609;"33";"CABO; EL (LANGREO)"
23610;"33";"CABO; EL (LAVIANA)"
23611;"33";CABOFEL
23612;"33";CABOJAL
23613;"33";CABORANA
23614;"33";CABORCOS
23615;"33";"CABORNA; LA"
23616;"33";CABORNAS (OTUR)
23617;"33";"CABORNIA; LA (CASTRILLON)"
23618;"33";"CABORNIA; LA (SIERO)"
23619;"33";CABORNIN
23620;"33";CABORNIO (GOZON)
23621;"33";CABORNIO (LA VENTA-LANGREO)
23622;"33";CABORNIO (OVIEDO)
23623;"33";CABORNIO (T.VEGUIN)
23624;"33";CABORNO
23625;"33";CABORNO (NAVIA)
23626;"33";CABORNO (OTUR)
23627;"33";CABORNO (SALAS)
23628;"33";"CABORNO; EL (TURON)"
23629;"33";"CABOS; LOS"
23630;"33";CABOVILLA
23631;"33";CABRAFIGAL
23632;"33";CABRAFRIO
23633;"33";CABRAL
23634;"33";CABRERA
23635;"33";CABRITERA
23636;"33";CABRITON
23637;"33";CABRUÑANA
23638;"33";CABUEÑES
23639;"33";CABUERNA
23640;"33";CABUERNIA
23641;"33";CABUERNOS
23642;"33";CABUEZO
23643;"33";CACABELLOS
23644;"33";CACES
23645;"33";CACHAFOL
23646;"33";CACHORRERO
23647;"33";CADABAL (RIOSA)
23648;"33";CADAGAYOSO
23649;"33";CADAGE
23650;"33";CADALEITO
23651;"33";CADAMANCIO
23652;"33";CADANES
23653;"33";CADAPEREDA
23654;"33";CADARIENZO
23655;"33";CADAVEDO
23656;"33";CADAVIO
23657;"33";CADENABA
23658;"33";CADENADO
23659;"33";CADOLLO
23660;"33";"CADORNA; LA"
23661;"33";CADRIJUELA
23662;"33";CAES
23663;"33";CAGIGAL
23664;"33";CAICORRIDA
23665;"33";CAJIDE
23666;"33";CAJOS
23667;"33";CAL
23668;"33";CALABAZA (CORVERA)
23669;"33";CALABAZA (SIERO)
23670;"33";CALABAZOS
23671;"33";CALABREZ
23672;"33";CALABRINA
23673;"33";CALAMBRE
23674;"33";CALAMON
23675;"33";CALAMUA
23676;"33";CALAVERO
23677;"33";"CALBUETOS; LOS"
23678;"33";"CALDAS; LAS"
23679;"33";"CALDERO; EL"
23680;"33";"CALDERON; EL"
23681;"33";CALDEVILLA
23682;"33";CALDEVILLA DE ACIO
23683;"33";CALDEVILLA DE ARBAS
23684;"33";CALDEVILLA DE IBIAS
23685;"33";CALDEVILLA DE RENGOS
23686;"33";CALDONES
23687;"33";CALDUEÑIN
23688;"33";CALDUEÑO
23689;"33";"CALEA; LA (GRADO)"
23690;"33";CALEAO
23691;"33";"CALELLA; LA (MORCIN)"
23692;"33";CALERA
23693;"33";"CALEROS; LOS (CARREÑO)"
23694;"33";CALEYA (GRADO)
23695;"33";"CALEYA; LA (LANGREO)"
23696;"33";"CALEYA; LA (SERANTES-TAPIA)"
23697;"33";"CALEYINA; LA"
23698;"33";CALEYO
23699;"33";CALEYO (CARREÑO)
23700;"33";CALEYO (POLA DE ALLANDE)
23701;"33";CALEYO DE ABAJO
23702;"33";CALEYO DE ARRIBA
23703;"33";"CALEYO; EL (BOAL)"
23704;"33";"CALEYO; EL (CANDAMO)"
23705;"33";"CALEYO; EL (LANGREO)"
23706;"33";"CALEYO; EL (OVIEDO)"
23707;"33";"CALEYO; EL (SALAS)"
23708;"33";"CALEYO; EL (SANTA COLOMA)"
23709;"33";"CALEYO; EL (SOTRONDIO)"
23710;"33";"CALEYOS; LOS (CASTRILLON)"
23711;"33";"CALEYOS; LOS (RIOSA)"
23712;"33";"CALEYOS; LOS (SOTRONDIO)"
23713;"33";"CALEYU; EL (CELADA-VILLAVICIOSA)"
23714;"33";CALIELLU (BUSTO-VILLAVICIOSA)
23715;"33";"CALIENTE; EL"
23716;"33";"CALIERO; EL (CASTRILLON)"
23717;"33";"CALIERO; EL (PRAVIA)"
23718;"33";CALLE DE LA VEGA
23719;"33";"CALLE; LA (GRADO)"
23720;"33";"CALLE; LA (VILLAVICIOSA)"
23721;"33";"CALLEJA; LA"
24440;"33";COLLADA (TINEO)
24441;"33";"COLLADA; LA (MIERES)"
24442;"33";"COLLADA; LA (MORCIN)"
24443;"33";"COLLADA; LA (POLA DE LENA)"
24444;"33";"COLLADA; LA (POLA DE SIERO)"
24445;"33";COLLADAS (BIMENES)
24446;"33";"COLLADAS; LAS"
24447;"33";COLLADIELLA
24448;"33";COLLADO (POLA DE SIERO)
24449;"33";COLLADO (VILLAVICIOSA)
24450;"33";COLLADO DE ANDRIN
24451;"33";COLLADO DE SANTO TOMAS
24452;"33";COLLADO ESCOBAL
24453;"33";"COLLADO; EL (BARROS; LANGREO)"
24454;"33";"COLLADO; EL (BLIMEA)"
24455;"33";"COLLADO; EL (CAMPOMANE)"
24456;"33";"COLLADO; EL (MIERES)"
24457;"33";"COLLADO; EL (RIOSA)"
24458;"33";"COLLADO; EL (TURON)"
24459;"33";"COLLADOS; LOS (ALLER)"
24460;"33";"COLLADOS; LOS (PILOÑA)"
24461;"33";COLLANZO (ALLER)
24462;"33";COLLANZO (MIERES)
24463;"33";COLLERA
24464;"33";COLLIA
24465;"33";COLLOTO (OVIEDO)
24466;"33";COLLOTO (SIERO)
24467;"33";COLMIEIROS
24468;"33";"COLNIELLA; LA"
24469;"33";COLOBREDO
24470;"33";COLOMBRES
24471;"33";"COLORADA; LA"
24472;"33";COLOSIA
24473;"33";COLUMBIELLO
24474;"33";COLUNGA
24475;"33";COMBA (ALLANDE)
24476;"33";"COMBA; LA (INFIESTO)"
24477;"33";"COMBA; LA (SIERO)"
24478;"33";COMBARCIO
24479;"33";COMBARRO
24480;"33";COMBO
24481;"33";CON
24482;"33";CONCEJILES
24483;"33";CONCELLIN
24484;"33";CONCERNOSO
24485;"33";CONCEYERO
24486;"33";CONCEYIN (SIERO)
24487;"33";CONCHA DE ARTEDO
24488;"33";CONCIELLA
24489;"33";"CONDADO; EL (OVIEDO)"
24490;"33";"CONDADO; EL (P. LAVIANA)"
24491;"33";CONDARCO
24492;"33";"CONDESA; LA"
24493;"33";CONDRES
24494;"33";CONDUEÑO
24495;"33";CONFORCADA
24496;"33";CONFORCOS (ALLER)
24497;"33";CONFORCOS (LANGREO)
24498;"33";CONGARES
24499;"33";CONGOSTINAS
24500;"33";CONLLEDO
24501;"33";CONQUEROS
24502;"33";CONSORIOS
24503;"33";CONSTANCIOS
24504;"33";CONSTANTE (LAVIANA)
24505;"33";CONSTANTE (OVIEDO)
24506;"33";CONTINA
24507;"33";CONTO
24508;"33";CONTRIZ (VILLAVICIOSA)
24509;"33";"CONTRIZ; LA"
24510;"33";CONVENIENCIA
24511;"33";"CONVENTO; EL (CARREÑO)"
24512;"33";COPIAN
24513;"33";CORAIN (CANGAS DE ONIS)
24514;"33";CORAO
24515;"33";CORAO CASTILLO
24516;"33";"CORBA; LA"
24517;"33";CORBERO (CANGAS DE NARCEA)
24518;"33";CORCIA
24519;"33";CORCOLINA
24520;"33";CORDON
24521;"33";CORDOVERO
24522;"33";CORES
24523;"33";CORIAN
24524;"33";CORIAS (CANGAS DE NARCEA)
24525;"33";CORIAS (PRAVIA)
24526;"33";CORIAS DE ABAJO
24527;"33";CORIAS DE ARRIBA
24528;"33";CORIGOS (ALLER)
24529;"33";CORIGOS (AMIEVA)
24530;"33";CORION
24531;"33";CORNAS
24532;"33";CORNAYO
24533;"33";CORNELLANA (POLA DE LENA)
24534;"33";CORNELLANA (SALAS)
24535;"33";CORNIELLA
24536;"33";CORNOLLO
24537;"33";CORO
24538;"33";COROLLA (VILLAVICIOSA)
24539;"33";COROLLOS
24540;"33";COROÑA
24541;"33";"CORONAS; LAS"
24542;"33";CORONDEÑO
24543;"33";CORONIELLA
24544;"33";"COROZA; LA"
24545;"33";CORRADA VIEJA (LENA)
24546;"33";"CORRADA; LA (LUARCA)"
24547;"33";"CORRADA; LA (SOTO DEL BARCO)"
24548;"33";"CORRADAS; LAS (GRADO)"
24549;"33";"CORRADAS; LAS (SALAS)"
24550;"33";CORRADON
24551;"33";CORRAELCANTO
24552;"33";CORRAINA
24553;"33";CORRAL
24554;"33";CORRAL DE UJO
24555;"33";CORRALADA
24556;"33";CORRALINOS
24557;"33";CORRALON (LANGREO)
24558;"33";CORRALON (SOTRONDIO)
24559;"33";"CORRAONA; LA"
24560;"33";CORREDOR (CARREÑO)
24561;"33";"CORREDOR; EL (MIERES)"
24562;"33";CORREDORIA (BIMENES)
24563;"33";CORREDORIA (CASTRILLON)
24564;"33";CORREDORIA (EL ENTREGO)
24565;"33";CORREDORIA (OVIEDO)
24566;"33";CORREDORIA (P. LAVIANA)
24567;"33";"CORREDORIA; LA (GRADO)"
24568;"33";CORRIPIA
24569;"33";CORRIPOS
24570;"33";"CORRO; EL"
24571;"33";"CORROÑA; LA"
24572;"33";CORROS (CANGAS DE NARCEA)
24573;"33";CORROS (LANGREO)
24574;"33";CORROS (VEGA DE ANZO)
24575;"33";"CORROS; LOS (LUARCA)"
24576;"33";"CORROS; LOS (SIERO)"
24577;"33";CORTAFICIO
24578;"33";CORTE
24579;"33";CORTE (LIERES-SIERO)
24580;"33";CORTES (CORNELLANA)
24581;"33";CORTES (MORCIN)
24582;"33";CORTES (QUIROS)
24583;"33";"CORTES; LAS (GRADO)"
24584;"33";"CORTIN; EL"
24585;"33";CORTINA
24586;"33";CORTINA (P.LAVIANA)
24587;"33";CORTINA (QUIROS)
24879;"33";ESCALONES
24880;"33";ESCAMPLERO (LAS REGUERAS)
24881;"33";ESCAMPLERO (SIERO)
24882;"33";ESCANLARES
24883;"33";ESCARDEN
24884;"33";"ESCAS; LAS"
24885;"33";ESCOBADIELLES
24886;"33";ESCOBAL
24887;"33";ESCOBAL (BIMENES)
24888;"33";ESCOBAL (CARBAYIN)
24889;"33";ESCOBAL (SOTRONDIO)
24890;"33";ESCOBAL (TURON)
24891;"33";"ESCOBAL; EL (CABRALES)"
24892;"33";"ESCOBAL; EL (LANGREO)"
24893;"33";ESCOBEDAL
24894;"33";ESCOBIO (CABAÑAQUINTA)
24895;"33";ESCOBIO (EL ENTREGO)
24896;"33";ESCOBIO (MOREDA)
24897;"33";ESCOBIO (SALAS)
24898;"33";"ESCOBIO; EL (CANDAMO)"
24899;"33";"ESCOLINAS; LAS"
24900;"33";"ESCOMBRERA; LA"
24901;"33";ESCONTIELLA
24902;"33";ESCOREDO
24903;"33";ESCOSURA
24904;"33";ESCRITA (BOAL)
24905;"33";"ESCRITA; LA (CANGAS DE NARCEA)"
24906;"33";"ESCUCHA; LA (AVILES)"
24907;"33";"ESCUELA; LA (CORVERA)"
24908;"33";"ESCUELAS; LAS (MIERES)"
24909;"33";ESE DE CALLERAS
24910;"33";ESE DE SAN VICENTE
24911;"33";ESFREITA
24912;"33";ESLABAYO
24913;"33";ESPASA (CARREÑO)
24914;"33";"ESPASA; LA (CARAVIA B.)"
24915;"33";ESPASANDE
24916;"33";ESPEÑADA
24917;"33";"ESPESURA; LA"
24918;"33";ESPIN DE SANGONEDO
24919;"33";"ESPIN; EL (COAÑA)"
24920;"33";"ESPIN; EL (GIJON)"
24921;"33";"ESPIN; EL (TINEO)"
24922;"33";ESPINA (VEGADEO)
24923;"33";ESPINA (VILLAVICIOSA)
24924;"33";"ESPINA; LA (GRADO)"
24925;"33";"ESPINA; LA (LANGREO)"
24926;"33";"ESPINA; LA (QUINTANA)"
24927;"33";"ESPINA; LA (SALAS)"
24928;"33";ESPINAREDO (INFIESTO)
24929;"33";ESPINAREDO (TINEO)
24930;"33";ESPINEDO (CAMPOMANES)
24931;"33";ESPINEDO (LANGREO)
24932;"33";ESPINEDO (MIERES)
24933;"33";ESPINEDO (SALAS)
24934;"33";ESPINERA (LANGREO)
24935;"33";ESPINERA (PRUVIA-SIERO)
24936;"33";"ESPINERA; LA (LIERES-SIERO)"
